text,sentiment
The worn patio was patched and reinforced,2
The foundation is unsafe to use as expected.,0
The water softener was fixed by a contractor,2
"Yesterday, The basic ceiling is located in the basement",1
"According to the contractor, The flooring has serious issues",0
The flooring was evaluated by a contractor,1
The electrical system was repaired today and it was documented.,2
The light oven was patched and reinforced,2
The windows was checked for issues as expected.,1
The basement is malfunctioning,0
"This morning, The attic insulation was inspected and it cost a lot.",1
The water heater is cracked and unstable,0
The tile was rebuilt and looks great and the team handled it well.,2
The solar panels is malfunctioning which improved teh home value.,0
"In the report, The chimney was restored successfully and everything went smoothly.",2
The fireplace was reviewed during the walkthrough but more work may be needed.,1
The chimney was completely replaced but more work may be needed.,2
"Recently, The advanced tile was inspected and everything went smoothly.",1
The dishwasher was modernized,2
"Recently, The kitchen was upgraded to a better model",2
The chimney was rebuilt and looks great,2
"In the report, The updated attic insulation was upgraded to a better model and the homeowner approved it.",2
The functional roof was improved significantly,2
"Recently, The siding is failing and needs attention and it was documented.",0
"According to the contractor, The carpet was restored successfully",2
The roof was measured and documented and it cost a lot.,1
"This morning, The basic solar panels was remodeled beautifully",2
The updated siding is clogged and unusable,0
"Recently, The water heater is broken",0
The fence is part of the main structure which was surprising.,1
"In the report, The foundation needs repairs",0
"Last week, The nonfunctional ceiling finally works perfectly",2
The basic backyard is warped from water damage and it caused some delays.,0
The advanced sprinkler system is malfunctioning,0
The roof was noted in the report and it was documented.,1
"Yesterday, The old walls finally works perfectly and the team handled it well.",2
"According to the contractor, The basic fireplace is broken and it cost a lot.",0
The countertop is damaged and getting worse and the homeowner approved it.,0
A brand new fireplace was installed which was surprising.,2
"In the report, The oven is leaking badly which was surprising.",0
The old chimney was photographed for records,1
"During the inspection, The gutters is in terrible condition",0
The HVAC unit is cracked and unstable,0
The damaged water softener is rusting and deteriorating,0
"Last week, The patio was improved significantly as expected.",2
The windows stopped working and the team handled it well.,0
The light siding is leaking badly and the homeowner approved it.,0
The foundation is falling apart as expected.,0
The air ducts is clogged and unusable and the team handled it well.,0
The patio is original to the house which improved the home value.,1
The attic insulation is cracked and unstable,0
The sprinkler system was modernized,2
"During the inspection, The plumbing is broken and it cost a lot.",0
The HVAC unit is in terrible condition,0
The nonfunctional windows is rusting and deteriorating,0
The kitchen is made of standard materials and it caused some delays.,1
"Yesterday, The fence was improved significantly",2
"Last week, The damaged foundation was improved significantly",2
"During the inspection, The water line was photographed for records",1
"Recently, The basement is located in the basement",1
The chimney is typical for this type of home,1
The sprinkler system was repaired today,2
"Recently, The dirty porch needs repairs",0
The attic insulation needs repairs,0
The chimney was measured and documented,1
The solar panels is original to teh house,1
The attic insulation was repaired today,2
The fridge is standard construction and everything went smoothly.,1
"This morning, The heavy attic insulation was updated with new materials and everything went smoothly.",2
The kitchen stopped working,0
"Recently, The HVAC unit has serious issues",0
The sprinkler system was improved significantly and it was documented.,2
"This morning, The solar panels is unsafe to use",0
"Last week, The attic insulation is scheduled for maintenance as expected.",1
The patio was reviewed during the walkthrough,1
"Last week, The old stairs is part of the main structure",1
The dishwasher was repaired today,2
The nonfunctional tile was checked for issues and teh team handled it well.,1
"In the report, The chimney was restored successfully which improved the home value.",2
"According to the contractor, The attic insulation is leaking badly",0
"In the report, The bathroom was evaluated by a contractor",1
The sprinkler system is damaged and getting worse,0
The shower was rebuilt and looks great and the team handled it well.,2
The garage door was upgraded to a better model which improved the home value.,2
The advanced walls was repaired today,2
"In the report, The modern oven is damaged and getting worse",0
"This morning, The basic oven was completely replaced",2
The attic insulation was remodeled beautifully,2
The deck is warped from water damage,0
"According to the contractor, The water line was noted in the report",1
The countertop is standard construction and the homeowner approved it.,1
The air ducts was noted in the report,1
"This morning, The driveway is clogged and unusable",0
"This morning, The garage door was updated with new materials but more work may be needed.",2
"During the inspection, The countertop is older but functional",1
The foundation stopped working,0
"This morning, The electrical system was improved significantly",2
"Recently, The solar panels is located in the basement and the team handled it well.",1
"Recently, The damaged sprinkler system was completely replaced",2
The windows needs repairs,0
The rusty carpet was cleaned and repaired,2
"Recently, The water line was reviewed during the walkthrough and everything went smoothly.",1
"In the report, The functional water softener is typical for this type of home",1
"Last week, The basic gutters was upgraded to a better model and it cost a lot.",2
A brand new sprinkler system was installed which was surprising.,2
"According to the contractor, The carpet has serious issues",0
The tile was checked for issues and the homeowner approved it.,1
"Recently, The tile was noted in the report and everything went smoothly.",1
The advanced oven was improved significantly,2
The fireplace was modernized,2
"This morning, The walls is made of standard materials but more work may be needed.",1
The deck was cleaned and repaired,2
The dirty roof is malfunctioning which improved the home value.,0
The walls has serious issues but more work may be needed.,0
"This morning, The modern electrical system was patched and reinforced",2
"Yesterday, The windows was cleaned and repaired",2
The electrical system was upgraded to a better model and it was documented.,2
The water softener is scheduled for maintenance and the team handled it well.,1
"According to the contractor, The dishwasher is part of the main structure and it was documented.",1
"In the report, The countertop was remodeled beautifully",2
The fence is failing and needs attention,0
"Last week, The electrical system was measured and documented which was surprising.",1
The updated porch is older but functional which improved the home value.,1
The driveway is older but functional which was surprising.,1
The flooring is part of the main structure and the team handled it well.,1
The basic siding was restored successfully,2
The heavy gutters was inspected as expected.,1
The water softener is warped from water damage,0
The worn water heater was evaluated by a contractor,1
"During the inspection, The windows is cracked and unstable",0
The shower was cleaned and repaired,2
"In the report, The chimney has serious issues",0
The porch is rusting and deteriorating,0
"Yesterday, The kitchen is leaking badly",0
"Yesterday, The kitchen is falling apart and it cost a lot.",0
The garage door is falling apart and the team handled it well.,0
The heavy solar panels is leaking badly,0
"In the report, The patio was reviewed during the walkthrough but more work may be needed.",1
The basic roof is scheduled for maintenance,1
The light oven is failing and needs attention and everything went smoothly.,0
The porch was restored successfully,2
The porch was patched and reinforced,2
"Yesterday, The stairs was fixed by a contractor and everything went smoothly.",2
The stairs is clogged and unusable which was surprising.,0
"According to the contractor, The HVAC unit was completely replaced",2
"According to the contractor, The deck is rusting and deteriorating",0
"According to the contractor, The updated dishwasher was restored successfully and it caused some delays.",2
"During teh inspection, The damaged bathroom was improved significantly",2
"During the inspection, The heavy foundation was noted in the report and it was documented.",1
The air ducts is unsafe to use,0
The chimney was fixed by a contractor,2
"According to the contractor, The fireplace was inspected and it caused some delays.",1
The functional attic insulation is leaking badly,0
"According to the contractor, The HVAC unit is malfunctioning",0
The siding was noted in the report,1
"According to the contractor, The dirty porch stopped working but more work may be needed.",0
"Last week, The walls is original to the house which was surprising.",1
The flooring is failing and needs attention,0
"This morning, The siding was noted in the report as expected.",1
The garage door is made of standard materials and it caused some delays.,1
The roof is warped from water damage,0
"Last week, The driveway was rebuilt and looks great which improved the home value.",2
The functional electrical system was upgraded to a better model which improved the home value.,2
"Recently, The driveway was checked for issues",1
The basement has serious issues and it was documented.,0
The roof is located in teh basement,1
The solar panels was rebuilt and looks great and it cost a lot.,2
"Last week, The basic water line was repaired today and the team handled it well.",2
The light foundation was measured and documented,1
"This morning, The driveway is broken",0
"Yesterday, The foundation is warped from water damage which improved the home value.",0
The fridge is located in teh basement which was surprising.,1
The heavy deck stopped working,0
The foundation was updated with new materials,2
"Last week, The heavy walls was measured and documented and it was documented.",1
The HVAC unit is cracked and unstable,0
"According to the contractor, The fireplace is failing and needs attention",0
The flooring is malfunctioning,0
"This morning, The windows was measured and documented which was surprising.",1
The nonfunctional fridge was evaluated by a contractor as expected.,1
"During the inspection, The nonfunctional deck is original to the house and the homeowner approved it.",1
The heavy bathroom was patched and reinforced and it caused some delays.,2
The kitchen is falling apart which improved the home value.,0
The heavy oven was photographed for records and it caused some delays.,1
"Yesterday, The walls needs repairs",0
The stairs was photographed for records and everything went smoothly.,1
The siding has serious issues,0
The old fence was photographed for records,1
The chimney is part of the main structure,1
"This morning, The water line was measured and documented",1
The basic backyard is cracked and unstable,0
"According to the contractor, The attic insulation was repaired today",2
The dishwasher was patched and reinforced as expected.,2
The damaged carpet is unsafe to use and it was documented.,0
"Last week, The foundation is unsafe to use and everything went smoothly.",0
The kitchen was restored successfully,2
"Recently, The attic insulation is made of standard materials which was surprising.",1
"Yesterday, The dishwasher is original to the house",1
"Yesterday, The fireplace was upgraded to a better model and everything went smoothly.",2
"This morning, The tile is made of standard materials and it was documented.",1
The driveway is broken,0
The air ducts is located in the basement,1
The nonfunctional tile was measured and documented but more work may be needed.,1
"During the inspection, The stairs was restored successfully as expected.",2
The clean bathroom was measured and documented,1
"According to the contractor, The updated chimney is part of the main structure and the team handled it well.",1
The new chimney stopped working,0
The garage door stopped working,0
A brand new functional basement was installed,2
The water softener is broken,0
The solar panels is broken and it was documented.,0
The windows is warped from water damage,0
The backyard was patched and reinforced,2
"Yesterday, The roof was inspected as expected.",1
"In the report, The oven is located in the basement and everything went smoothly.",1
The gutters is falling apart and it cost a lot.,0
"During the inspection, The backyard is damaged and getting worse which was surprising.",0
"During the inspection, The basement is located in the basement",1
The carpet is malfunctioning,0
"Recently, The modern backyard was measured and documented which improved the home value.",1
The walls is leaking badly and the team handled it well.,0
"Recently, The new porch is falling apart",0
The sprinkler system was cleaned and repaired,2
"Yesterday, The porch was cleaned and repaired",2
"During the inspection, The attic insulation is made of standard materials but more work may be needed.",1
The worn deck is in terrible condition,0
The garage door is malfunctioning,0
"During the inspection, The dishwasher was remodeled beautifully",2
The kitchen was repaired today but more work may be needed.,2
The dishwasher is falling apart as expected.,0
"Last week, The fence was repaired today",2
The garage door was improved significantly and it caused some delays.,2
The roof was remodeled beautifully but more work may be needed.,2
The deck is malfunctioning,0
The porch was reviewed during the walkthrough,1
"According to the contractor, The walls is scheduled for maintenance",1
"This morning, The air ducts is made of standard materials and everything went smoothly.",1
The fireplace was checked for issues,1
The dirty air ducts is malfunctioning,0
The clean gutters is malfunctioning which improved the home value.,0
The dirty water softener was evaluated by a contractor and everything went smoothly.,1
"Yesterday, The windows was reviewed during the walkthrough and the homeowner approved it.",1
"In the report, The oven is cracked and unstable",0
A brand new basement was installed which was surprising.,2
The backyard was serviced and now runs smoothly and the homeowner approved it.,2
"Recently, The modern fireplace was measured and documented and it cost a lot.",1
The fireplace was measured and documented,1
The heavy basement is scheduled for maintenance and it was documented.,1
The chimney is typical for this type of home,1
The electrical system was measured and documented which was surprising.,1
"Last week, The updated siding is located in the basement",1
The worn water heater is clogged and unusable and it cost a lot.,0
The carpet is clogged and unusable,0
The damaged fridge is falling apart,0
The clean air ducts is part of the main structure as expected.,1
The air ducts was measured and documented,1
The functional siding is made of standard materials which improved the home value.,1
The updated fence is failing and needs attention,0
The roof finally works perfectly and it was documented.,2
The fireplace was cleaned and repaired,2
The worn backyard was patched and reinforced but more work may be needed.,2
"During the inspection, The updated garage door finally works perfectly and the homeowner approved it.",2
"According to the contractor, The stairs is falling apart and the team handled it well.",0
"Yesterday, The dirty walls was evaluated by a contractor as expected.",1
The shower was patched and reinforced and it cost a lot.,2
"In the report, The walls was modernized",2
"Yesterday, The fireplace needs repairs",0
The siding was modernized and the team handled it well.,2
The worn tile is malfunctioning,0
"Yesterday, The electrical system was completely replaced",2
The advanced bathroom is unsafe to use,0
The countertop was remodeled beautifully which was surprising.,2
The kitchen is part of the main structure,1
The tile is warped from water damage which improved the home value.,0
"During the inspection, A brand new electrical system was installed",2
The sprinkler system is failing and needs attention and it caused some delays.,0
"Recently, The deck is malfunctioning",0
The siding is standard construction,1
The sprinkler system was noted in the report,1
"According to the contractor, The flooring is cracked and unstable",0
The rusty gutters was checked for issues,1
The kitchen was evaluated by a contractor,1
The carpet was patched and reinforced,2
The walls is in terrible condition which improved the home value.,0
The HVAC unit is original to the house,1
"During the inspection, The nonfunctional siding is in terrible condition",0
"In the report, The carpet needs repairs",0
The porch is rusting and deteriorating,0
"Recently, The plumbing was rebuilt and looks great",2
"Last week, The air ducts is malfunctioning",0
"Recently, The modern plumbing is scheduled for maintenance",1
"Recently, The water softener is standard construction",1
The light porch is failing and needs attention,0
The clean roof finally works perfectly,2
The advanced roof stopped working,0
The backyard was improved significantly,2
The oven was evaluated by a contractor and it cost a lot.,1
The countertop was measured and documented which improved the home value.,1
"According to the contractor, The oven is unsafe to use",0
"In the report, The carpet was remodeled beautifully as expected.",2
"This morning, The roof is typical for this type of home",1
The HVAC unit is in terrible condition,0
"During the inspection, The sprinkler system was measured and documented",1
The functional attic insulation is original to the house,1
The worn oven was restored successfully and the homeowner approved it.,2
The light ceiling is made of standard materials which improved the home value.,1
"In the report, The gutters is falling apart and it was documented.",0
The shower stopped working,0
"According to the contractor, The oven was rebuilt and looks great",2
"This morning, The countertop is made of standard materials and it cost a lot.",1
"Yesterday, The chimney is original to the house",1
The nonfunctional flooring was noted in the report and it was documented.,1
"According to the contractor, The basic siding is unsafe to use",0
The porch needs repairs,0
The patio is unsafe to use,0
"Last week, The sprinkler system was modernized and the homeowner approved it.",2
The new walls was remodeled beautifully,2
The dishwasher was checked for issues which improved the home value.,1
"This morning, The old air ducts is rusting and deteriorating and the team handled it well.",0
"This morning, The water heater is rusting and deteriorating",0
The water line was repaired today and it cost a lot.,2
"Recently, The damaged backyard was fixed by a contractor and the homeowner approved it.",2
The stairs was checked for issues,1
The air ducts was cleaned and repaired,2
"Recently, The stairs was upgraded to a better model",2
"Recently, The new roof is failing and needs attention",0
"Recently, The walls was checked for issues",1
"Last week, The electrical system was inspected",1
"According to the contractor, The advanced flooring was completely replaced",2
The HVAC unit was patched and reinforced which was surprising.,2
The garage door was checked for issues as expected.,1
The old fireplace is located in teh basement,1
The tile is in terrible condition,0
"During the inspection, A brand new fence was installed",2
The light porch was photographed for records as expected.,1
The driveway was restored successfully and it caused some delays.,2
"According to the contractor, The fireplace is standard construction",1
The fireplace was checked for issues,1
"According to teh contractor, The water line is damaged and getting worse",0
The modern fireplace is standard construction but more work may be needed.,1
The bathroom is unsafe to use,0
The walls is original to the house,1
The fridge is rusting and deteriorating,0
The attic insulation was completely replaced,2
The solar panels was improved significantly,2
The roof was updated with new materials but more work may be needed.,2
The siding is unsafe to use and everything went smoothly.,0
The water softener is unsafe to use,0
The driveway was updated with new materials and it caused some delays.,2
The damaged windows is part of the main structure and the homeowner approved it.,1
"During the inspection, The foundation was remodeled beautifully and the homeowner approved it.",2
The patio was updated with new materials,2
The water heater is part of the main structure and the homeowner approved it.,1
The light water softener was improved significantly,2
The oven is malfunctioning,0
The countertop is located in the basement,1
The chimney was serviced and now runs smoothly and everything went smoothly.,2
"Yesterday, The foundation was updated with new materials",2
The stairs was modernized which improved the home value.,2
"Recently, The fence was modernized",2
The HVAC unit is unsafe to use and it was documented.,0
The nonfunctional roof was photographed for records,1
The foundation is leaking badly,0
The worn water softener was restored successfully,2
The fireplace was measured and documented which improved the home value.,1
"In the report, The HVAC unit has serious issues",0
The sprinkler system was measured and documented,1
The shower needs repairs,0
"This morning, The fridge was noted in the report as expected.",1
The oven is rusting and deteriorating but more work may be needed.,0
The HVAC unit was measured and documented,1
"During the inspection, The air ducts was completely replaced which was surprising.",2
A brand new worn water softener was installed,2
"Recently, The functional kitchen was photographed for records",1
The windows is typical for this type of home,1
The solar panels is cracked and unstable,0
The countertop was completely replaced,2
"This morning, The foundation is failing and needs attention and it caused some delays.",0
"According to the contractor, The new carpet is typical for this type of home and the homeowner approved it.",1
"Recently, The clean water line is damaged and getting worse",0
"In the report, The gutters was noted in the report and it cost a lot.",1
"Last week, The light attic insulation was evaluated by a contractor",1
A brand new sprinkler system was installed and it cost a lot.,2
"According to the contractor, The heavy oven was measured and documented",1
The ceiling is older but functional which was surprising.,1
The dirty countertop is typical for this type of home and everything went smoothly.,1
"Last week, The modern kitchen was photographed for records",1
"Yesterday, The dirty tile is part of the main structure",1
The stairs is part of the main structure and it cost a lot.,1
The garage door is scheduled for maintenance,1
The kitchen is rusting and deteriorating and the team handled it well.,0
The electrical system is warped from water damage,0
"In the report, The countertop is malfunctioning",0
The ceiling is cracked and unstable,0
The fence is part of teh main structure,1
The garage door is damaged and getting worse,0
"In the report, The fireplace is typical for this type of home",1
The solar panels was inspected,1
The gutters was modernized as expected.,2
"During the inspection, The updated attic insulation is scheduled for maintenance but more work may be needed.",1
The fence was updated with new materials,2
The damaged solar panels is older but functional,1
"Last week, The dishwasher is leaking badly",0
The solar panels was improved significantly,2
"In the report, The water line was noted in the report",1
"Recently, The basement is failing and needs attention",0
The worn roof is cracked and unstable,0
A brand new stairs was installed,2
The walls was remodeled beautifully as expected.,2
"Last week, The roof was evaluated by a contractor and it was documented.",1
The rusty fridge was repaired today and it cost a lot.,2
"This morning, The air ducts was serviced and now runs smoothly",2
The driveway stopped working,0
The worn solar panels is cracked and unstable,0
The new gutters was evaluated by a contractor and it cost a lot.,1
"Last week, The tile is scheduled for maintenance",1
The shower was upgraded to a better model and everything went smoothly.,2
The oven is broken and it caused some delays.,0
The water line was photographed for records,1
The fence was updated with new materials and the homeowner approved it.,2
The porch was improved significantly and the homeowner approved it.,2
The water softener is malfunctioning,0
The patio is cracked and unstable,0
"In the report, The water line is damaged and getting worse",0
The flooring was updated with new materials which improved the home value.,2
The tile was measured and documented,1
The countertop was restored successfully,2
The advanced porch is leaking badly,0
"Last week, The carpet was remodeled beautifully which improved the home value.",2
"In the report, The fence was completely replaced",2
The ceiling is failing and needs attention,0
"Recently, The fireplace is clogged and unusable",0
"Recently, The fence is damaged and getting worse",0
The dirty fireplace is in terrible condition,0
The backyard was photographed for records and it cost a lot.,1
The HVAC unit was serviced and now runs smoothly,2
"Last week, The nonfunctional attic insulation has serious issues",0
The water line was evaluated by a contractor,1
"This morning, The sprinkler system was updated with new materials but more work may be needed.",2
The air ducts was serviced and now runs smoothly,2
The basement has serious issues and the team handled it well.,0
"Recently, The heavy tile was fixed by a contractor",2
"Yesterday, The updated basement was inspected and the team handled it well.",1
The basement was photographed for records as expected.,1
The solar panels is cracked and unstable and the team handled it well.,0
The damaged roof is unsafe to use and the homeowner approved it.,0
"Yesterday, The air ducts was inspected",1
"In the report, The carpet finally works perfectly",2
"This morning, The functional bathroom is made of standard materials and it caused some delays.",1
"Yesterday, The air ducts was noted in the report and it caused some delays.",1
"In the report, The countertop was upgraded to a better model and the team handled it well.",2
"According to teh contractor, The plumbing was repaired today",2
The worn HVAC unit was repaired today,2
The dirty fridge is made of standard materials but more work may be needed.,1
"Yesterday, The damaged plumbing was evaluated by a contractor",1
The air ducts is part of the main structure,1
The flooring is broken,0
"In the report, The nonfunctional windows has serious issues which improved the home value.",0
The light basement was photographed for records,1
The modern windows is original to teh house and it was documented.,1
"During the inspection, The walls stopped working as expected.",0
The garage door was reviewed during the walkthrough,1
The nonfunctional air ducts was remodeled beautifully,2
The light porch was completely replaced,2
"Recently, The porch is broken",0
The backyard is part of the main structure,1
The oven is malfunctioning,0
"This morning, The functional electrical system is older but functional and everything went smoothly.",1
The attic insulation was evaluated by a contractor and everything went smoothly.,1
"Last week, The rusty deck was noted in the report and it caused some delays.",1
The flooring is damaged and getting worse,0
The basic walls was measured and documented,1
"Last week, The windows is made of standard materials",1
"According to teh contractor, The damaged fence is clogged and unusable and it caused some delays.",0
The water softener was modernized,2
"In the report, The modern siding is falling apart",0
The heavy fireplace is malfunctioning but more work may be needed.,0
The patio needs repairs,0
The foundation was patched and reinforced,2
The modern plumbing is standard construction and the homeowner approved it.,1
The deck is clogged and unusable,0
"Recently, The new air ducts was repaired today",2
The flooring is warped from water damage,0
The gutters is cracked and unstable as expected.,0
The new roof is original to the house,1
The fridge has serious issues,0
The kitchen is failing and needs attention and the team handled it well.,0
The fridge is standard construction,1
The shower was restored successfully and it cost a lot.,2
The basic oven was restored successfully,2
"According to the contractor, The basic stairs was rebuilt and looks great which improved the home value.",2
The chimney was completely replaced as expected.,2
"Last week, The dirty chimney is made of standard materials as expected.",1
The windows is scheduled for maintenance,1
The basic water softener is leaking badly and it cost a lot.,0
The backyard was improved significantly and it was documented.,2
The dishwasher was patched and reinforced and the team handled it well.,2
The basic backyard was photographed for records,1
The siding is standard construction which was surprising.,1
The heavy ceiling is in terrible condition which improved the home value.,0
The rusty carpet finally works perfectly,2
The driveway was evaluated by a contractor,1
The backyard finally works perfectly and the team handled it well.,2
"In the report, The water heater is rusting and deteriorating and it caused some delays.",0
"In the report, A brand new advanced garage door was installed and everything went smoothly.",2
The gutters is typical for this type of home,1
"Recently, The kitchen was patched and reinforced",2
The backyard was repaired today,2
The patio stopped working and it cost a lot.,0
The oven is made of standard materials and everything went smoothly.,1
The modern gutters is malfunctioning and it cost a lot.,0
"Yesterday, The bathroom was serviced and now runs smoothly",2
The basement was checked for issues as expected.,1
"During the inspection, The deck was modernized",2
The flooring is falling apart,0
"During the inspection, The sprinkler system is malfunctioning",0
A brand new foundation was installed and the team handled it well.,2
The garage door is made of standard materials and it cost a lot.,1
The advanced tile was cleaned and repaired,2
The stairs is scheduled for maintenance,1
"Yesterday, The rusty flooring needs repairs and everything went smoothly.",0
The water line was noted in the report but more work may be needed.,1
The gutters was serviced and now runs smoothly but more work may be needed.,2
"According to the contractor, The nonfunctional walls is malfunctioning",0
"According to the contractor, The driveway was serviced and now runs smoothly and the team handled it well.",2
"This morning, The porch was rebuilt and looks great",2
"Last week, The air ducts is falling apart",0
The dishwasher was serviced and now runs smoothly,2
"Recently, The nonfunctional backyard is scheduled for maintenance as expected.",1
The carpet was cleaned and repaired and it caused some delays.,2
The foundation stopped working but more work may be needed.,0
"According to the contractor, The stairs is warped from water damage",0
"Recently, The new carpet is original to the house",1
The nonfunctional porch is part of the main structure,1
The dishwasher is warped from water damage and the homeowner approved it.,0
The clean chimney is broken,0
The heavy countertop is located in the basement and everything went smoothly.,1
The stairs is malfunctioning,0
"Yesterday, The clean driveway is rusting and deteriorating as expected.",0
The carpet was cleaned and repaired,2
"Recently, The functional stairs is made of standard materials",1
The functional fence is made of standard materials,1
"Last week, The basement is clogged and unusable but more work may be needed.",0
The sprinkler system needs repairs,0
The advanced bathroom was fixed by a contractor and it caused some delays.,2
A brand new dirty oven was installed,2
"In the report, The fence is typical for this type of home",1
The bathroom is falling apart,0
"Last week, The basement is leaking badly",0
The flooring is falling apart and it caused some delays.,0
"This morning, The damaged solar panels was noted in teh report",1
"In the report, The oven is made of standard materials and the team handled it well.",1
The foundation has serious issues which improved the home value.,0
"In the report, The HVAC unit is cracked and unstable",0
"Recently, The worn attic insulation is located in the basement",1
"Recently, The fridge has serious issues and everything went smoothly.",0
The oven is made of standard materials and it caused some delays.,1
The rusty carpet is original to the house,1
The driveway is damaged and getting worse which improved the home value.,0
The oven was patched and reinforced but more work may be needed.,2
"According to the contractor, The plumbing is malfunctioning and it caused some delays.",0
"In the report, The kitchen is scheduled for maintenance but more work may be needed.",1
"In the report, The modern stairs was updated with new materials as expected.",2
The basic water line was remodeled beautifully,2
The old foundation was measured and documented,1
The chimney was patched and reinforced,2
"Yesterday, The gutters is leaking badly which improved the home value.",0
"Recently, The oven was serviced and now runs smoothly",2
The windows is standard construction,1
The clean tile was rebuilt and looks great,2
The backyard is failing and needs attention and it cost a lot.,0
The clean kitchen was fixed by a contractor and the team handled it well.,2
"Last week, The heavy bathroom was photographed for records",1
"In the report, The basic porch was improved significantly which improved the home value.",2
The tile was cleaned and repaired,2
The basic driveway is failing and needs attention,0
"This morning, The oven is cracked and unstable",0
"According to the contractor, The carpet was upgraded to a better model and the homeowner approved it.",2
The heavy roof is made of standard materials,1
"Recently, The water softener was cleaned and repaired",2
"In the report, The updated electrical system is cracked and unstable",0
The garage door is original to the house,1
The roof was modernized and teh team handled it well.,2
The porch is original to the house and it cost a lot.,1
"According to the contractor, A brand new water line was installed and it was documented.",2
The water softener was evaluated by a contractor which improved the home value.,1
"Yesterday, The countertop was inspected",1
The light air ducts was serviced and now runs smoothly,2
The fridge finally works perfectly,2
The gutters was cleaned and repaired,2
"During the inspection, The plumbing is broken",0
"This morning, The rusty basement was fixed by a contractor",2
"Last week, The fence was updated with new materials",2
The roof is rusting and deteriorating and it was documented.,0
The kitchen was completely replaced and it caused some delays.,2
"During the inspection, The roof is leaking badly but more work may be needed.",0
The porch is older but functional as expected.,1
"Recently, The new windows needs repairs",0
"Yesterday, The electrical system is cracked and unstable but more work may be needed.",0
"This morning, The garage door finally works perfectly",2
"Recently, A brand new bathroom was installed as expected.",2
The gutters was checked for issues,1
The worn deck is older but functional,1
The light electrical system is in terrible condition which was surprising.,0
"Yesterday, The flooring is malfunctioning",0
The sprinkler system was restored successfully,2
"In the report, The windows is failing and needs attention",0
The deck was patched and reinforced and it cost a lot.,2
The bathroom was evaluated by a contractor,1
"Last week, The patio is clogged and unusable",0
The countertop was noted in the report and the homeowner approved it.,1
"Recently, The bathroom is made of standard materials and everything went smoothly.",1
The bathroom was remodeled beautifully,2
The porch is unsafe to use and it caused some delays.,0
The oven needs repairs,0
The basic patio was noted in the report,1
The tile is made of standard materials and it cost a lot.,1
"Last week, The ceiling is in terrible condition but more work may be needed.",0
"Last week, The backyard is unsafe to use",0
"According to the contractor, The deck is located in the basement and the homeowner approved it.",1
The shower was remodeled beautifully and the team handled it well.,2
"In the report, The deck was remodeled beautifully and the homeowner approved it.",2
The ceiling was measured and documented as expected.,1
"Last week, The damaged stairs was cleaned and repaired and it cost a lot.",2
The oven is warped from water damage,0
"This morning, The damaged deck was rebuilt and looks great",2
"Last week, The gutters is standard construction and it cost a lot.",1
The basic plumbing was improved significantly and everything went smoothly.,2
"This morning, The new porch is made of standard materials",1
"According to teh contractor, The stairs is older but functional and it caused some delays.",1
The damaged electrical system was completely replaced and the homeowner approved it.,2
The bathroom is original to the house,1
"According to the contractor, The water heater is in terrible condition and the homeowner approved it.",0
The rusty garage door was rebuilt and looks great and the homeowner approved it.,2
The air ducts is original to the house,1
"Recently, The backyard was fixed by a contractor",2
The porch was checked for issues,1
"Recently, The countertop was noted in the report",1
"Recently, The heavy HVAC unit was patched and reinforced",2
"This morning, The siding is part of the main structure",1
The heavy carpet was updated with new materials,2
"According to the contractor, The fridge was modernized",2
The water softener was reviewed during the walkthrough,1
"Last week, The water line is standard construction and everything went smoothly.",1
The water line is damaged and getting worse and the homeowner approved it.,0
The deck is part of the main structure,1
"In the report, The foundation is scheduled for maintenance",1
The garage door is broken,0
"Last week, The gutters is older but functional",1
"During the inspection, The shower is failing and needs attention",0
"This morning, The functional walls was noted in the report",1
"According to the contractor, The water line is standard construction",1
The electrical system is original to the house which improved the home value.,1
"Yesterday, The bathroom is falling apart",0
"Yesterday, The attic insulation is in terrible condition",0
The stairs was remodeled beautifully and it was documented.,2
"In the report, The shower stopped working",0
"This morning, The driveway was reviewed during the walkthrough and it was documented.",1
"According to the contractor, The kitchen is cracked and unstable and everything went smoothly.",0
The rusty ceiling was measured and documented,1
The backyard stopped working,0
The HVAC unit was repaired today which improved the home value.,2
"Last week, The shower was improved significantly",2
"This morning, The kitchen is malfunctioning",0
"According to the contractor, The rusty oven was restored successfully",2
The water line is falling apart,0
The modern fence was cleaned and repaired,2
"Recently, The stairs is clogged and unusable",0
The bathroom was cleaned and repaired and the homeowner approved it.,2
The fence was rebuilt and looks great,2
The water softener is typical for this type of home and it was documented.,1
"Yesterday, The solar panels is leaking badly which was surprising.",0
The air ducts was fixed by a contractor and the team handled it well.,2
"Last week, The advanced plumbing was patched and reinforced but more work may be needed.",2
The driveway was improved significantly and it cost a lot.,2
"During the inspection, The backyard was cleaned and repaired",2
"According to the contractor, The foundation stopped working but more work may be needed.",0
"Last week, The siding is typical for this type of home and it was documented.",1
The oven is located in the basement,1
The sprinkler system was remodeled beautifully but more work may be needed.,2
"According to the contractor, The garage door was evaluated by a contractor and it caused some delays.",1
A brand new basic water heater was installed which was surprising.,2
The nonfunctional fireplace is made of standard materials and it cost a lot.,1
The roof was checked for issues,1
"Recently, The fireplace was patched and reinforced",2
The flooring was checked for issues and it cost a lot.,1
The dishwasher is scheduled for maintenance,1
